ئا: ئا
تاپشۇرۇۋېلىپ: تاپشۇرۇۋېل,ىپ
تاپشۇرۋالغان: تاپشۇرۋال,غان
تاپقان: تاپ,قان
تاپقاندىن: تاپ,قان,دىن
تاپقانلىقىمدىن: تاپ,قان,لىق,ىم,دىن
تاپقانلىقىڭلارنى: تاپ,قان,لىق,ىڭ,لار,نى
تاپقىلى: تاپ,قىلى
تاپقىنىمىز: تاپ,قىن,ىمىز
تاپقۇزۇش: تاپقۇز,ۇش
تاپقۇزۇشقا: تاپقۇز,ۇش,قا
تاپقۇزۇپ: تاپقۇز,ۇپ
تاپقۇچىلار: تاپقۇچى,لار
تاپىدۇ: تاپ,ىدۇ
تاپىلاپ: تاپىلا,پ
تاڭ: تاڭ
تاڭشەن: تاڭشەن
تاڭيوۋ: تاڭيوۋ
تاھىر: تاھىر
تاھىرنىڭ: تاھىر,نىڭ
تاۋ: تاۋ
تاۋاب: تاۋاب
تاۋابىئات: تاۋابىئات
تاۋابىئاتلىرى: تاۋابىئات,لىر,ى
تاۋابىئاتلىرىدىن: تاۋابىئات,لىر,ى,دىن
تاۋابىئاتلىرىغا: تاۋابىئات,لىر,ى,غا
تاۋابىئاتلىرىنى: تاۋابىئات,لىر,ى,نى
تاۋار: تاۋار
تاۋارلار: تاۋار,لار
تاۋارلارغا: تاۋار,لار,غا
تاۋارلارنى: تاۋار,لار,نى
تاۋارلارنىڭ: تاۋار,لار,نىڭ
تاۋارلاشتۇرۇش: تاۋارلاشتۇر,ۇش
تاۋارلىرى: تاۋار,لىر,ى
تاۋارلىرىدىن: تاۋار,لىر,ى,دىن
تاۋارلىرىمۇ: تاۋار,لىر,ى,مۇ
تاۋارلىرىنى: تاۋار,لىر,ى,نى
تاۋارلىشىش: تاۋارلىش,ىش
تاۋاپ: تاۋاپ
تاۋلاش: تاۋلا,ش
تاۋلان: تاۋلا,ن
تاۋيۈەن: تاۋيۈەن
تاۋۇز: تاۋۇز
تاۋۇزنى: تاۋۇز,نى
ترانسىپورت: ترانسىپورت
ترانسپورتىدا: ترانسپورت,ى,دا
توختاتتى: توختات,تى
توختاتقاندىن: توختات,قان,دىن
توختاتقانلىقتىن: توختات,قان,لىق,تىن
توختاتماقچى: توختات,ماقچى
توختاتمايدىغانلىقىنى: توختاتما,ي,دىغان,لىق,ى,نى
توختاش: توختا,ش
توختالدى: توختال,دى
توختالى: توختالى
توختام: توختام
توختامى: توختام,ى
توختامىنى: توختام,ى,نى
توختامىنىڭ: توختام,ى,نىڭ
توختايدىغانلىقىنى: توختا,يدىغان,لىق,ى,نى
توختاپ: توختا,پ
توختى: توختى
توختىتىدۇ: توختىت,ىدۇ
توختىتىش: توختىت,ىش
توختىتىشقا: توختىت,ىش,قا
توختىتىشنى: توختىت,ىش,نى
توختىتىشىدىن: توختىت,ىش,ى,دىن
توختىتىلدى: توختىتىل,دى
توختىتىلغان: توختىتىل,غان
توختىتىلىپ: توختىتىل,ىپ
توختىتىپ: توختىت,ىپ
توختىتىۋېتىلىدۇ: توختىتىۋېتىل,ىدۇ
توختىدى: توختى,دى
توختىغان: توختى,غان
توختىلىپ: توختىل,ىپ
توختىماي: توختى,ما,ي
توختىمىغانلىقىنى: توختىمى,غان,لىق,ى,نى
توخنىياز: توخنىياز
توخۇ: توخۇ
توخۇلاردا: توخۇ,لار,دا
توخۇنى: توخۇ,نى
تور: تور
تورخانا: تورخانا
تورخانىسىنى: تورخانى,سى,نى
توردا: توردا
تورداش: تورداش
تورداشلار: تورداش,لار
تورداشلارنىڭ: تورداش,لار,نىڭ
توردىكى: تور,دىكى
توردىن: تور,دىن
تورغا: تور,غا
تورلاردا: تور,لار,دا
تورلاشتۇرۇش: تورلاشتۇر,ۇش
تورلاشتۇرۇلغان: تورلاشتۇرۇل,غان
تورلاشتۇرۇلۇپ: تورلاشتۇرۇل,ۇپ
تورلاشتۇرۇپ: تورلاشتۇر,ۇپ
تورلاشقان: تورلاش,قان
تورنى: تورن,ى
تورى: تور,ى
تورىدا: تور,ى,دا
تورىدىكى: تور,ى,دىكى
تورىدىن: تور,ى,دىن
تورىغا: تور,ى,غا
تورىنى: تور,ى,نى
تورىنىڭ: تور,ى,نىڭ
توساتتىن: توساتتىن
توسالغۇ: توسالغۇ
توسالغۇدىن: توسالغۇ,دىن
توسالغۇسىز: توسالغۇ,سىز
توسالغۇسىنى: توسالغۇ,سى,نى
توسالغۇغا: توسالغۇ,غا
توسالغۇلاردىن: توسالغۇ,لار,دىن
توسالغۇلارنى: توسالغۇ,لار,نى
توسقۇنلۇق: توسقۇنلۇق
توسقۇنلۇققا: توسقۇنلۇق,قا
توسقۇنلۇقىغا: توسقۇنلۇق,ى,غا
توسما: توسما
توسىدىكەن: توس,ىدىكەن
توسىقى: توسىق,ى
توسماسلىق: توسما,س,لىق
توسۇش: توس,ۇش
توسۇشنى: توس,ۇش,نى
توسۇشى: توس,ۇش,ى
توسۇشىغا: توس,ۇش,ى,غا
توسۇقى: توسۇق,ى
توسۇقىنى: توسۇق,ى,نى
توسۇلىدىغان: توسۇل,ىدىغان
توسۇلىدۇ: توسۇل,ىدۇ
توسۇلۇش: توسۇل,ۇش
توسۇلۇپ: توسۇل,ۇپ
توسۇپ: توس,ۇپ
توسۇۋالغان: توسۇۋال,غان
توسۇۋالغاچقا: توسۇۋال,غاچقا
توشقاندىن: توش,قان,دىن
توشقانلىكى: توش,قان,لىكى
توشقىنى: توشقىن,ى
توشقۇزدى: توشقۇز,دى
توشمىدى: توشمى,دى
توشمىغان: توشمى,غان
توشمىغانلار: توشمى,غان,لار
توشىدۇ: توش,ىدۇ
توشۇش: توش,ۇش
توشۇشقا: توش,ۇش,قا
توشۇشىدا: توش,ۇش,ى,دا
توشىغان: توش,ىغان
توشۇغۇچى: توشۇغۇچى
توشۇلغان: توشۇل,غان
توشۇلىدىغان: توشۇل,ىدىغان
توشۇلۇش: توشۇل,ۇش
توشۇلۇشىغا: توشۇل,ۇش,ى,غا
توشۇلۇپ: توشۇل,ۇپ
توشۇلۇۋاتقان: توشۇلۇۋات,قان
توشىيدىغان: توش,ىيدىغان
توشىيدىغانلىقىنى: توشىيدىغان,لىق,ى,نى
توشۇپ: توش,ۇپ
توشۇپمۇ: توش,ۇپ,مۇ
توغان: توغان
توغانلىرى: توغان,لىر,ى
توغرا: توغرا
توغرىدا: توغرى,دا
توغرىسىدا: توغرىسىدا
توغرىسدىكى: توغرىسدى,كى
توغرىسىدا: توغرىسىدا
توغرىسدىكى: توغرىسدى,كى
توغرىسدىكى: توغرىسدى,كى
توغرىسىغا: توغرى,سى,غا
توغرىلاشتا: توغرىلا,ش,تا
توغرىلاپ: توغرىلا,پ
توغرىلىق: توغرىلىق
توغلۇنشۇر: توغلۇنشۇر
توقاچ: توقاچ
توقاچقا: توقاچ,قا
توقاچلىرى: توقاچ,لىر,ى
توقاچنى: توقاچ,نى
توقاچنىڭ: توقاچ,نىڭ
توقسۇ: توقسۇ
توقسۇن: توقسۇن
توققۇز: توققۇز
توققۇزغىچە: توققۇز,غىچە
توققۇزنى: توققۇز,نى
توققۇزىنى: توققۇز,ى,نى
توقماقلار: توقماق,لار
توقۇلما: توقۇلما
توقۇماسلىققا: توقۇما,س,لىق,قا
توقۇمىچىلىق: توقۇمىچىلىق
توقۇنۇش: توقۇنۇش
توقۇنۇشتا: توقۇنۇش,تا
توقۇنۇشتى: توقۇنۇش,تى
توقۇنۇشقا: توقۇنۇش,قا
توقۇنۇشقان: توقۇنۇش,قان
توقۇنۇشىدىكى: توقۇنۇش,ى,دىكى
توقۇنۇشۇپ: توقۇنۇش,ۇپ
توقۇپ: توقۇ,پ
توك: توك
توكسىكلىت: توكسىكلىت
توكسىكلىتلاردا: توكسىكلىت,لار,دا
توكسىكلىتنى: توكسىكلىت,نى
توكقا: توك,قا
توكلىرى: توك,لىر,ى
توكلۇق: توكلۇق
توكنى: توك,نى
توكنىڭ: توك,نىڭ
توكى: توك,ى
توكىنى: توك,ى,نى
توكىنىمۇ: توك,ى,نى,مۇ
توكىنىڭ: توك,ى,نىڭ
توكيو: توكيو
توكيودا: توكيو,دا
توكيونىڭ: توكيو,نىڭ
تولدى: تول,دى
تولدۇردى: تولدۇر,دى
تولدۇرغان: تولدۇر,غان
تولدۇرىۋالىمىز: تولدۇرىۋال,ىمىز
تولدۇرۇلىدىكەن: تولدۇرۇل,ىدىكەن
تولدۇرۇپ: تولدۇر,ۇپ
تولغا: تولغا
تولغان: تول,غان
تولغانىدى: تول,غان,ىدى
تولى: تولى
تولىدۇ: تول,ىدۇ
تولىمۇ: تولىمۇ
تولۇق: تولۇق
تولۇقسىز: تولۇقسىز
تولۇقلاش: تولۇقلا,ش
تولۇقلاشچانلىققا: تولۇقلاشچانلىق,قا
تولۇقلاشچانلىقنى: تولۇقلاشچانلىق,نى
تولۇقلاندى: تولۇقلا,ن,دى
تولۇقلايدىغان: تولۇقلا,ي,دىغان
تولۇقلاپ: تولۇقلا,پ
تولۇقلىدى: تولۇقلى,دى
تولۇقلىشىمىز: تولۇقلى,ش,ىمىز
تولۇقلىما: تولۇقلىما
تولۇقلىمىسى: تولۇقلىمى,سى
تولۇقلىمىنى: تولۇقلىمى,نى
تولۇقلىنىدۇ: تولۇقلى,ن,ىدۇ
تولۇپ: تول,ۇپ
تومئۆستەڭ: تومئۆستەڭ
توماس: توماس
تومتاق: تومتاق
تومۇر: تومۇر
تومۇرى: تومۇر,ى
تومۇرىغا: تومۇر,ى,غا
تون: تون
توننا: توننا
توننىدىن: توننى,دىن
توننىسىنى: توننى,سى,نى
توننىسىنىڭ: توننى,سى,نىڭ
توننىغا: توننى,غا
توننىلىق: توننىلىق
تونۇش: تون,ۇش
تونۇشتا: تون,ۇش,تا
تونۇشتۇردى: تونۇشتۇر,دى
تونۇشتۇرغاندىن: تونۇشتۇر,غان,دىن
تونۇشتۇرغاچ: تونۇشتۇر,غاچ
تونۇشتۇرىدىغان: تونۇشتۇر,ىدىغان
تونۇشتۇرىشىچە: تونۇشتۇر,ىش,ى,چە
تونۇشتۇرۇش: تونۇشتۇر,ۇش
تونۇشتۇرۇشتا: تونۇشتۇر,ۇش,تا
تونۇشتۇرۇشنى: تونۇشتۇر,ۇش,نى
تونۇشتۇرۇشىدىن: تونۇشتۇر,ۇش,ى,دىن
تونۇشتۇرۇشىغا: تونۇشتۇر,ۇش,ى,غا
تونۇشتۇرۇشىچە: تونۇشتۇر,ۇش,ى,چە
تونۇشتۇرۇلغان: تونۇشتۇرۇل,غان
تونۇشتۇرۇلىدۇ: تونۇشتۇرۇل,ىدۇ
تونۇشتۇرۇلىشىچە: تونۇشتۇرۇل,ىش,ى,چە
تونۇشتۇرۇلۇشىچە: تونۇشتۇرۇل,ۇش,ى,چە
تونۇشتۇرۇلۇپ: تونۇشتۇرۇل,ۇپ
تونۇشتۇرۇپ: تونۇشتۇر,ۇپ
تونۇشقا: تونۇ,ش,قا
تونۇشنى: تونۇ,ش,نى
تونۇشنىڭ: تونۇ,ش,نىڭ
تونۇشى: تونۇ,ش,ى
تونۇشىدا: تونۇ,ش,ى,دا
تونۇشىغا: تونۇ,ش,ى,غا
تونۇشىمىز: تونۇ,ش,ىمىز
تونۇشىمىزنى: تونۇ,ش,ىمىز,نى
تونۇشىنى: تونۇ,ش,ى,نى
تونۇشۇپ: تونۇش,ۇپ
تونۇغۇسىز: تونۇ,غۇسىز
تونۇلغان: تونۇل,غان
تونۇلۇشىنى: تونۇل,ۇش,ى,نى
تونۇمىغان: تونۇمى,غان
تونۇپ: تونۇ,پ
تونېل: تونېل
تونېلىنىڭ: تونېلى,نىڭ
توي: توي
تويا: تويا
تويانىڭ: تويا,نىڭ
تويىنى: توي,ى,نى
توپ: توپ
توپا: توپا
توپتوغرا: توپتوغرا
توپتىكى: توپ,تىكى
توپتىكىلەرنىڭ: توپ,تىكى,لەر,نىڭ
توپقا: توپ,قا
توپلاش: توپلا,ش
توپلاشقا: توپلا,ش,قا
توپلاشقان: توپلاش,قان
توپلاشنى: توپلا,ش,نى
توپلام: توپلام
توپلاندى: توپلان,دى
توپلانغان: توپلان,غان
توپلايدىغانلىقىنى: توپلا,يدىغان,لىق,ى,نى
توپلاپ: توپلا,پ
توپلىدى: توپلى,دى
توپلىشىدىغان: توپلىش,ىدىغان
توپلىشىش: توپلىش,ىش
توپلىشىمىز: توپلىش,ىمىز
توپلىشىپ: توپلىش,ىپ
توپلىغان: توپلى,غان
توپلىمى: توپلىم,ى
توپلىمىنى: توپلىم,ى,نى
توپلىنىدۇ: توپلىن,ىدۇ
توپى: توپ,ى
توپىغا: توپ,ى,غا
توپىلاڭ: توپىلاڭ
توپىلاڭدىن: توپىلاڭ,دىن
توپىلاڭغا: توپىلاڭ,غا
توپىلاڭنى: توپىلاڭ,نى
توپىلاڭچى: توپىلاڭچى
توپىلىق: توپىلىق
توپىنى: توپ,ى,نى
توپىنىڭ: توپ,ى,نىڭ
توپچىن: توپچىن
توڭ: توڭ
توڭلاتقۇ: توڭلاتقۇ
توڭلاتقۇنىڭ: توڭلاتقۇ,نىڭ
توڭلاپ: توڭلا,پ
توڭلىتىلغان: توڭلىتىل,غان
توڭلىتىۋېتىدىغانلىقىنى: توڭلىتىۋېت,ىدىغان,لىق,ى,نى
توڭلىتىۋېتىشنى: توڭلىتىۋېت,ىش,نى
توڭگۇ: توڭگۇ
تىترىتەتتى: تىترىت,ەتتى
تىجارىتى: تىجارىت,ى
تىجارىتىنى: تىجارىت,ى,نى
تىجارىتىگە: تىجارىت,ى,گە
تىجارەت: تىجارەت
تىجارەتكە: تىجارەت,كە
تىجارەتنى: تىجارەت,نى
تىجارەتچى: تىجارەتچى
تىجارەتچىلىرىنىڭ: تىجارەتچى,لىر,ى,نىڭ
تىجارەتچىلەر: تىجارەتچى,لەر
تىجارەتچىلەرنىڭ: تىجارەتچى,لەر,نىڭ
تىجارەتچىنى: تىجارەتچى,نى
تىجەپ: تىجە,پ
تىدە: تىدە
تىراكتور: تىراكتور
تىراكتورنىڭ: تىراكتور,نىڭ
تىراللىبۇس: تىراللىبۇس
تىرانسفورموتور: تىرانسفورموتور
تىرانسىفورموتورىنىڭ: تىرانسىفورموتور,ى,نىڭ
تىرانسپورت: تىرانسپورت
تىرانسپورت: تىرانسپورت
تىرانسپورتقا: تىرانسپورت,قا
تىرانسپورتى: تىرانسپورت,ى
تىرانسپورتىدا: تىرانسپورت,ى,دا
تىرانسپورتىدىكى: تىرانسپورت,ى,دىكى
تىرانسپورتىنى: تىرانسپورت,ى,نى
تىراژنىڭ: تىراژ,نىڭ
تىراژى: تىراژ,ى
تىراژىنىڭ: تىراژ,ى,نىڭ
تىراگىدىيە: تىراگىدىيە
تىراگېدىيەلىك: تىراگېدىيەلىك
تىرناق: تىرناق
تىرنىقى: تىرنىق,ى
تىرىشتى: تىرىش,تى
تىرىشساقلا: تىرىش,سا,ق,لا
تىرىشسىلا: تىرىش,سى,لا
تىرىشقاندىلا: تىرىش,قان,دى,لا
تىرىشمايدۇ: تىرىشما,يدۇ
تىرىشىدىغان: تىرىش,ىدىغان
تىرىشىدىكەن: تىرىش,ىدىكەن
تىرىشىدۇ: تىرىش,ىدۇ
تىرىشىش: تىرىش,ىش
تىرىشىشتىن: تىرىش,ىش,تىن
تىرىشىشقا: تىرىش,ىش,قا
تىرىشىشنى: تىرىش,ىش,نى
تىرىشىشى: تىرىش,ىش,ى
تىرىشىشىغا: تىرىش,ىش,ى,غا
تىرىشىشىمىز: تىرىش,ىش,ىمىز
تىرىشىشىنى: تىرىش,ىش,ى,نى
تىرىشىمىز: تىرىش,ىمىز
تىرىشىپ: تىرىش,ىپ
تىرىشىپ: تىرىش,ىپ
ئېكولوگىيەنى: ئېكولوگىيە,نى
تىرىشىۋاتىدۇ: تىرىشىۋات,ىدۇ
تىرىشىۋېتىپتۇ: تىرىشىۋېت,ىپ,تۇ
تىرىشىپ: تىرىش,ىپ
تىرىشچان: تىرىشچان
تىرىشچانلىق: تىرىشچانلىق
تىرىشچانلىقلىرى: تىرىشچانلىق,لىر,ى
تىرىشچانلىقى: تىرىشچانلىق,ى
تىرىشچانلىقىدا: تىرىشچانلىق,ى,دا
تىرىشچانلىقىغا: تىرىشچانلىق,ى,غا
تىرىشچانلىقىم: تىرىشچانلىق,ىم
تىرىشچانلىقىنى: تىرىشچانلىق,ى,نى
تىرىك: تىرىك
تىرىكى: تىرىك,ى
تىرىكچىلىك: تىرىكچىلىك
تىرىلىيون: تىرىلىيون
تىرىلىيون: تىرىلىيون
تىرېنېر: تىرېنېر
تىرەك: تىرەك
تىرەپ: تىرەپ
تىزلاندى: تىزلان,دى
تىزلانغان: تىزلان,غان
تىزلانغانلىقىدەك: تىزلان,غان,لىق,ى,دەك
تىزماسلىق: تىز,ما,س,لىق
تىزىس: تىزىس
تىزىسى: تىزىس,ى
تىزىلغان: تىزىل,غان
تىزىلمىغان: تىزىلمى,غان
تىزىلىپ: تىزىل,ىپ
تىزىمغا: تىزىم,غا
تىزىملاتتى: تىزىملات,تى
تىزىملاتقان: تىزىملات,قان
تىزىملاش: تىزىملا,ش
تىزىملاشتىن: تىزىملا,ش,تىن
تىزىملاشقا: تىزىملا,ش,قا
تىزىملىتىش: تىزىملىت,ىش
تىزىملىغان: تىزىملى,غان
تىزىملىغۇچى: تىزىملىغۇچى
تىزىملىك: تىزىملىك
تىزىملىككە: تىزىملىك,كە
تىزىملىكى: تىزىملىك,ى
تىزىملىكىگە: تىزىملىك,ى,گە
تىزىپ: تىز,ىپ
تىزگىنلىدى: تىزگىنلى,دى
تىزگىنلىنىپ: تىزگىنلىن,ىپ
تىزگىنلىگىلى: تىزگىنلى,گىلى
تىزگىنلەش: تىزگىنلە,ش
تىزگىنلەشتىكى: تىزگىنلە,ش,تىكى
تىزگىنلەشكە: تىزگىنلە,ش,كە
تىزگىنلەشنى: تىزگىنلە,ش,نى
تىزگىنلەندى: تىزگىنلە,ن,دى
تىزگىنلەنگەن: تىزگىنلەن,گەن
تىزگىنلەيدىغان: تىزگىنلە,يدىغان
تىزگىنلەيمىز: تىزگىنلە,يمىز
تىزگىنلەپ: تىزگىنلە,پ
تىزگىنى: تىزگىن,ى
تىك: تىك
تىكتى: تىك,تى
تىككەن: تىك,كەن
تىكلىدى: تىكلى,دى
تىكلىسەكلا: تىكلى,سەك,لا
تىكلىشى: تىكلى,ش,ى
تىكلىشىنى: تىكلى,ش,ى,نى
تىكلىگۈچى: تىكلىگۈچى
تىكلىگەن: تىكلى,گەن
تىكلەش: تىكلە,ش
تىكلەشكە: تىكلە,ش,كە
تىكلەشنىڭ: تىكلە,ش,نىڭ
تىكلەپ: تىكلە,پ
تىكى: تىكى
تىكىلگەن: تىكىل,گەن
تىكىلگەنلىكىنى: تىكىل,گەن,لىك,ى,نى
تىكىپ: تىك,ىپ
تىكىۋاتىدۇ: تىكىۋات,ىدۇ
تىل: تىل
تىلدا: تىل,دا
تىلدىكى: تىل,دىكى
تىلغا: تىل,غا
تىللىق: تىللىق
تىلى: تىل,ى
تىلىدا: تىل,ى,دا
تىلىدى: تىلى,دى
تىلىنى: تىل,ى,نى
تىلىۋالدى: تىلىۋال,دى
تىلەكداشلىق: تىلەكداشلىق
تىلەكلىرىنى: تىلەك,لىر,ى,نى
