ئا: ﻿ئا
بۇلغىمىنىڭ: بۇلغىما,نىڭ
بۇلغىنىدۇ: بۇلغان,ىدۇ
بۇلغىنىش: بۇلغان,ىش
بۇلغىنىشنى: بۇلغان,ىش,نى
بۇلغىنىشى: بۇلغان,ىش,ى
بۇلغىنىشىغا: بۇلغان,ىش,ى,غا
بۇلغىنىشىنى: بۇلغان,ىش,ى,نى
بۇلغىنىشىنىڭ: بۇلغان,ىش,ى,نىڭ
بۇلغۇن: بۇلغۇن
بۇلىغان: بۇلا,غان
بۇلۇت: بۇلۇت
بۇلۇتسىمان: بۇلۇتسىمان
بۇلۇتى: بۇلۇت,ى
بۇلۇتىدىن: بۇلۇت,ى,دىن
بۇلۇڭلۇق: بۇلۇڭلۇق
بۇلۇڭى: بۇلۇڭ,ى
بۇمداق: بۇمداق
بۇنداق: بۇنداق
بۇنى: بۇ,نى
بۇنىمۇ: بۇ,نى,مۇ
بۇنىڭ: بۇ,نىڭ
بۇنىڭدا: بۇ,نىڭ,دا
بۇنىڭدىكى: بۇ,نىڭ,دىكى
بۇنىڭدىن: بۇ,نىڭ,دىن
بۇنىڭدىنمۇ: بۇ,نىڭ,دىن,مۇ
بۇنىڭغا: بۇ,نىڭ,غا
بۇنچىۋالا: بۇنچىۋالا
بۇيان: بۇيان
بۇيانقى: بۇيان,قى
بۇيرۇتقان: بۇيرۇت,قان
بۇيرۇدى: بۇيرۇ,دى
بۇيرۇش: بۇيرۇ,ش
بۇيرۇق: بۇيرۇق
بۇيرۇققا: بۇيرۇق,قا
بۇيرۇقلارغا: بۇيرۇق,لار,غا
بۇيرۇقنى: بۇيرۇق,نى
بۇيرۇقى: بۇيرۇق,ى
بۇيرۇقىنى: بۇيرۇق,ى,نى
بۇيرۇقىنىڭ: بۇيرۇق,ى,نىڭ
بۇيرۇقۋازلىق: بۇيرۇقۋازلىق
بۇيرۇلغانلار: بۇيرۇل,غان,لار
بۇيرۇلىدىكەن: بۇيرۇل,ىدىكەن
بۇيرۇلىدۇ: بۇيرۇل,ىدۇ
بۇيىل: بۇيىل
بۇيىچە: بۇيىچە
بۇيۇم: بۇيۇم
بۇيۇملار: بۇيۇم,لار
بۇيۇملاردىكى: بۇيۇم,لار,دىكى
بۇيۇملارمۇ: بۇيۇم,لار,مۇ
بۇيۇملارنى: بۇيۇم,لار,نى
بۇيۇملارنىڭ: بۇيۇم,لار,نىڭ
بۇيۇملىرى: بۇيۇم,لار,ى
بۇيۇملىرىدىن: بۇيۇم,لار,ى,دىن
بۇيۇملىرىنى: بۇيۇم,لار,ى,نى
بۇيۇمنى: بۇيۇم,نى
بۇيۇمى: بۇيۇم,ى
بۇيۇمىنى: بۇيۇم,ى,نى
بۇ: بۇ
ھەقتە: ھەقتە
بۈركۈتى: بۈركۈت,ى
بۈيۈك: بۈيۈك
بۈگۈر: بۈگۈر
بۈگۈن: بۈگۈن
بۈگۈندىن: بۈگۈن,دىن
بۈگۈنكى: بۈگۈن,كى
بۈگۈنكىدەك: بۈگۈن,كى,دەك
بۈگۈنگىچە: بۈگۈن,گىچە
بېبلاۋى: بېبلاۋى
بېتى: بەت,ى
بېتىگە: بەت,ى,گە
بېجى: باج,ى
بېجىرمىگەنلەر: بېجىرمە,گەن,لەر
بېجىرمىسلىك: بېجىرمە,س,لىك
بېجىرمەكچى: بېجىر,مەكچى
بېجىرمەكچىدىم: بېجىر,مەكچى,دىم
بېجىرمەي: بېجىرمە,ي
بېجىرىدىكەن: بېجىر,ىدىكەن
بېجىرىدۇ: بېجىر,ىدۇ
بېجىرسىز: بېجىر,سىز
بېجىرىش: بېجىر,ىش
بېجىرىشتە: بېجىر,ىش,تە
بېجىرىشكە: بېجىر,ىش,كە
بېجىرىشنى: بېجىر,ىش,نى
بېجىرىشنىڭ: بېجىر,ىش,نىڭ
بېجىرىشى: بېجىر,ىش,ى
بېجىرىشىنى: بېجىر,ىش,ى,نى
بېجىرىشىگە: بېجىر,ىش,ى,گە
بېجىرىلسە: بېجىرىل,سە
بېجىرىلمىگەنلىكى: بېجىرىلمە,گەن,لىك,ى
بېجىرىلمەيدۇ: بېجىرىلمە,يدۇ
بېجىرىلىدۇ: بېجىرىل,ىدۇ
بېجىرىلىش: بېجىرىل,ىش
بېجىرىلىپ: بېجىرىل,ىپ
بېجىرىلىۋاتاتتى: بېجىرىلىۋات,اتتى
بېجىرىلگەن: بېجىرىل,گەن
بېجىرىپ: بېجىر,ىپ
بېجىرىۋاتقاندا: بېجىرىۋات,قان,دا
بېجىرگىلى: بېجىر,گىلى
بېجىرگۈچى: بېجىرگۈچى
بېجىرگۈچىسى: بېجىرگۈچى,سى
بېجىرگۈچىلەر: بېجىرگۈچى,لەر
بېجىرگۈچىنىڭ: بېجىرگۈچى,نىڭ
بېجىرگەن: بېجىر,گەن
بېجىرگەندە: بېجىر,گەن,دە
بېجىرگەنلەر: بېجىر,گەن,لەر
بېجىرەلەيدىغانلىقىدىن: بېجىرەلە,يدىغان,لىق,ى,دىن
بېجىرەلەيدىكەن: بېجىرەلە,ي,دىكەن
بېجىغا: باج,ى,غا
بېجىنى: باج,ى,نى
بېدمەيېر: بېدمەيېر
بېر: بېر
بېرلىندا: بېرلىن,دا
بېرلىنغا: بېرلىن,غا
بېرلىنلىق: بېرلىن,لىق
بېرلىننىڭ: بېرلىن,نىڭ
بېرى: بېرى
بېرىدىغان: بەر,ىدىغان
بېرىدىغانلىقىنى: بەر,ىدىغان,لىق,ى,نى
بېرىدىكەن: بەر,ىدىكەن
بېرىدۇ: بەر,ىدۇ
بېرىسىز: بەر,ىسىز
بېرىسىلەر: بەر,ىسىلەر
بېرىش: بەر,ىش
بېرىشتى: بەر,ىش,تى
بېرىشتىكى: بەر,ىش,تىكى
بېرىشتىن: بەر,ىش,تىن
بېرىشتە: بەر,ىش,تە
بېرىشتەك: بەر,ىش,تەك
بېرىشقا: بەر,ىش,قا
بېرىشكە: بەر,ىش,كە
بېرىشنى: بەر,ىش,نى
بېرىشنىڭ: بەر,ىش,نىڭ
بېرىشى: بەر,ىش,ى
بېرىشىدىن: بەر,ىش,ى,دىن
بېرىشىمىز: بەر,ىش,ىمىز
بېرىشىنى: بەر,ىش,ى,نى
بېرىشىنىڭ: بەر,ىش,ى,نىڭ
بېرىشىچە: بەر,ىش,ى,چە
بېرىشىگە: بەر,ىش,ى,گە
بېرىشچانلىقىنى: بېرىشچانلىق,ى,نى
بېرىلدى: بېرىل,دى
بېرىلغان: بېرىل,غان
بېرىلغاندىن: بېرىل,غان,دىن
بېرىلغىچە: بېرىل,غىچە
بېرىللىي: بېرىللىي
بېرىللىينىڭ: بېرىللىي,نىڭ
بېرىلمىدى: بېرىلمە,دى
بېرىلمىسلىك: بېرىلمە,س,لىك
بېرىلمىيدۇ: بېرىلمە,يدۇ
بېرىلمىىدىغان: بېرىلمە,ىدىغان
بېرىلىدىغانلىقى: بېرىل,ىدىغان,لىق,ى
بېرىلىدىغانلىقىدىن: بېرىل,ىدىغان,لىق,ى,دىن
بېرىلىدىكەن: بېرىل,ىدىكەن
بېرىلىدۇ: بېرىل,ىدۇ
بېرىلىش: بېرىل,ىش
بېرىلىشكە: بېرىل,ىش,كە
بېرىلىشىنى: بېرىل,ىش,ى,نى
بېرىلىپ: بېرىل,ىپ
بېرىلىۋاتقان: بېرىلىۋات,قان
بېرىلىۋاتقانلىقىدىن: بېرىلىۋات,قان,لىق,ى,دىن
بېرىلىۋاتىدۇ: بېرىلىۋات,ىدۇ
بېرىلىۋېتىپتۇ: بېرىلىۋات,ىپ,تۇ
بېرىلگەن: بېرىل,گەن
بېرىلگەنلەر: بېرىل,گەن,لەر
بېرىلگەنىدى: بېرىل,گەن,ىدى
بېرىم: بېرىم
بېرىمىز: بەر,ىمىز
بېرىمىزكى: بەر,ىمىز,كى
بېرىپ: بەر,ىپ
بېرىپتۇ: بەر,ىپ,تۇ
بېرىۋاتقان: بېرىۋات,قان
بېرىۋاتىدۇ: بېرىۋات,ىدۇ
بېرىۋاتىمىز: بېرىۋات,ىمىز
بېرىۋالغان: بېرىۋال,غان
بېرىۋېتىپتۇ: بېرىۋات,ىپ,تۇ
بېرژىسىنىڭ: بېرژ,ىسى,نىڭ
بېرگگرۇئېن: بېرگگرۇئېن
بېرەتتى: بەر,ەتتى
بېرەتتۇق: بەر,ەتتۇق
بېرەلمىدى: بېرەلمە,دى
بېرەلمىيدۇ: بېرەلمە,ي,دۇ
بېرەلىگەن: بېرەلە,گەن
بېرەلىيدىغان: بېرەلە,ي,دىغان
بېرەي: بەر,ەي
بېرەيلى: بەر,ەيلى
بېزىدىن: بەز,ى,دىن
بېزەش: بېزە,ش
بېزەلگەن: بېزەل,گەن
بېسىش: باس,ىش
بېسىشنى: باس,ىش,نى
بېسىق: بېسىق
بېسىقتۇرالايدۇ: بېسىقتۇرالا,ي,دۇ
بېسىلدى: بېسىل,دى
بېسىلغانلىقىدىن: بېسىل,غان,لىق,ى,دىن
بېسىلمىغانلىقىنى: بېسىلما,غان,لىق,ى,نى
بېسىلىش: بېسىل,ىش
بېسىلىشى: بېسىل,ىش,ى
بېسىم: بېسىم
بېسىمغا: بېسىم,غا
بېسىملىق: بېسىملىق
بېسىمنى: بېسىم,نى
بېسىمى: بېسىم,ى
بېسىمىدىن: بېسىم,ى,دىن
بېسىمىغا: بېسىم,ى,غا
بېسىمىنى: بېسىم,ى,نى
بېسىمىنىڭ: بېسىم,ى,نىڭ
بېسىپ: باس,ىپ
بېسىپتۇ: باس,ىپ,تۇ
بېسىۋالدى: بېسىۋال,دى
بېسىۋالغان: بېسىۋال,غان
بېسىۋېتىپ: بېسىۋەت,ىپ
بېشارەت: بېشارەت
بېشى: باش,ى
بېشىدا: باش,ى,دا
بېشىدىكى: باش,ى,دىكى
بېشىدىلا: باش,ى,دا,لا
بېشىدىن: باش,ى,دىن
بېشىغا: باش,ى,غا
بېشىغىچە: باش,ى,غىچە
بېغىشلاش: بېغىشلا,ش
بېغىشلاشتا: بېغىشلا,ش,تا
بېغىشلايدۇ: بېغىشلا,ي,دۇ
بېقىش: باق,ىش
بېقىشتا: باق,ىش,تا
بېقىشقا: باق,ىش,قا
بېقىلىۋاتقان: بېقىلىۋات,قان
بېقىلىۋاتقانلار: بېقىلىۋات,قان,لار
بېقىندى: بېقىن,دى
بېقىنىۋالغاندا: بېقىنىۋال,غان,دا
بېقىۋاتقان: بېقىۋات,قان
بېكمۇقامەت: بېكمۇقامەت
بېكمۇھەممەد: بېكمۇھەممەد
بېكىتتى: بېكىت,تى
بېكىتكەن: بېكىت,كەن
بېكىتكەنلىكىدىن: بېكىت,كەن,لىك,ى,دىن
بېكىتى: بېكىت,ى
بېكىتىدىكەن: بېكىت,ىدىكەن
بېكىتىدىن: بىكەت,ى,دىن
بېكىتىدۇ: بېكىت,ىدۇ
بېكىتىدە: بىكەت,ى,دە
بېكىتىش: بېكىت,ىش
بېكىتىشتە: بېكىت,ىش,تە
بېكىتىشكە: بېكىت,ىش,كە
بېكىتىشنى: بېكىت,ىش,نى
بېكىتىشى: بېكىت,ىش,ى
بېكىتىلدى: بېكىتىل,دى
بېكىتىلمىگەن: بېكىتىلمە,گەن
بېكىتىلمەكچى: بېكىتىل,مەكچى
بېكىتىلىپ: بېكىتىل,ىپ
بېكىتىلىپتۇ: بېكىتىل,ىپ,تۇ
بېكىتىلگەن: بېكىتىل,گەن
بېكىتىلگەندىن: بېكىتىل,گەن,دىن
بېكىتىمىز: بېكىت,ىمىز
بېكىتىنىڭ: بىكەت,ى,نىڭ
بېكىتىپ: بېكىت,ىپ
بېكىتىگە: بىكەت,ى,گە
بېكىتەلمەيدىغانلىقى: بېكىتەلمە,ي,دىغان,لىق,ى
بېكىش: بېكىش
بېكىنمىچىلىكتىن: بېكىنمىچىلىك,تىن
بېكىنمە: بېكىنمە
بېكەت: بېكەت
بېكەتلىرى: بېكەت,لار,ى
بېكەتلىرىدە: بېكەت,لار,ىدە
بېكەتلىرىگە: بېكەت,لار,ى,گە
بېكەتلەر: بېكەت,لەر
بېكەتنىڭ: بېكەت,نىڭ
بېلورۇسىيە: بېلورۇسىيە
بېلىتى: بېلەت,ى
بېلىتىنى: بېلەت,ى,نى
بېلىقچىلار: بېلىقچى,لار
بېلىقچىلىق: بېلىقچىلىق
بېلگىيەدىكى: بېلگىيە,دىكى
بېلگىيەنىڭ: بېلگىيە,نىڭ
بېلەت: بېلەت
بېلەتلىرىنى: بېلەت,لار,ى,نى
بېلەتلەرنى: بېلەت,لەر,نى
بېلەتنى: بېلەت,نى
بېلەتنىلا: بېلەت,نى,لا
بېنتىئۇدا: بېنتىئۇ,دا
بېنتىئۇن: بېنتىئۇن
بېنتىئۇننى: بېنتىئۇن,نى
بېنز: بېنز
بېنزىن: بېنزىن
بېنزىننى: بېنزىن,نى
بېنلەي: بېنلەي
بېنيۈ: بېنيۈ
بېنيۈنىڭ: بېنيۈ,نىڭ
بېنگال: بېنگال
بېنگالنىڭ: بېنگال,نىڭ
بېي: بېي
بېيتىڭ: بېيتىڭ
بېيجىڭ: بېيجىڭ
بېيجىڭدا: بېيجىڭ,دا
بېيجىڭدىكى: بېيجىڭ,دىكى
بېيجىڭغا: بېيجىڭ,غا
بېيجىڭغىچە: بېيجىڭ,غىچە
بېيجىڭنىڭ: بېيجىڭ,نىڭ
بېيخەي: بېيخەي
بېيرۇت: بېيرۇت
بېيرۇتتا: بېيرۇت,تا
بېيرۇتنىڭ: بېيرۇت,نىڭ
بېيىتتى: بېيىتت,ى
بېيىتىش: بېيىت,ىش
بېيىتىشتا: بېيىت,ىش,تا
بېيىتىمىز: بېيىت,ىمىز
بېيىتىپ: بېيىت,ىپ
بېيىسا: بېيى,سا
بېيىش: بېيى,ش
بېيىشقا: بېيى,ش,قا
بېيىشىدىكى: بېيى,ش,ى,دىكى
بېيىشىغا: بېيى,ش,ى,غا
بېيىشىمىزغا: بېيى,ش,ىمىز,غا
بېيىپ: بېيى,پ
بېييۈەنچۈن: بېييۈەنچۈن
بېھىشباغ: بېھىشباغ
بەت: بەت
بەخت: بەخت
بەختكە: بەختكە
بەختلىك: بەختلىك
بەختىمگە: بەخت,ىم,گە
بەختىيار: بەختىيار
بەدىئىي: بەدىئىي
بەدىئىيلىكى: بەدىئىيلىك,ى
بەدىلى: بەدەل,ى
بەدىلىگە: بەدەل,ى,گە
بەدىنىدىكى: بەدەن,ى,دىكى
بەدىنىمىزدىكى: بەدەن,ىمىز,دىكى
بەدىنىگە: بەدەن,ى,گە
بەدەل: بەدەل
بەدەن: بەدەن
بەدەنگە: بەدەن,گە
بەرداشلىق: بەرداشلىق
بەردى: بەر,دى
بەردىڭلار: بەر,دىڭ,لار
بەردۇق: بەر,دۇق
بەرسە: بەر,سە
بەرسەكلا: بەر,سەك,لا
بەرمىدى: بەرمە,دى
بەرمىسە: بەرمە,سە
بەرمىگەن: بەرمە,گەن
بەرمەستىن: بەرمە,س,تىن
بەرمەسلىك: بەرمە,س,لىك
بەرمەسلىكى: بەرمە,س,لىك,ى
بەرمەسلىكىگە: بەرمە,س,لىك,ى,گە
بەرمەكتە: بەر,مەكتە
بەرمەي: بەر,مە,ي
بەرمەيدىغانلىقى: بەرمە,ي,دىغان,لىق,ى
بەرپا: بەرپا
بەرگىلى: بەر,گىلى
بەرگىن: بەر,گىن
بەرگۈچى: بەرگۈچى
بەرگۈچىلەر: بەرگۈچى,لەر
بەرگۈچىلەرنى: بەرگۈچى,لەر,نى
بەرگۈچىلەرنىڭ: بەرگۈچى,لەر,نىڭ
بەرگۈچىلەرگە: بەرگۈچى,لەر,گە
بەرگەنلىكى: بەر,گەن,لىك,ى
بەرگەن: بەر,گەن
بەرگەندىن: بەر,گەن,دىن
بەرگەندە: بەر,گەن,دە
بەرگەنلىك: بەر,گەن,لىك
بەرگەنلىكتىن: بەر,گەن,لىك,تىن
بەرگەنلىكى: بەر,گەن,لىك,ى
بەرگەنلىكىم: بەر,گەن,لىك,ىم
بەرگەنلىكىنى: بەر,گەن,لىك,ى,نى
بەرگەنلىكىگە: بەر,گەن,لىك,ى,گە
بەرگەنلەر: بەر,گەن,لەر
بەرگەنلەرنىڭ: بەر,گەن,لەر,نىڭ
بەرگەنمۇ: بەر,گەن,مۇ
بەزى: بەزى
بەزىبىر: بەزىبىر
بەزىلىرى: بەزى,لار,ى
بەزىلەر: بەزى,لەر
بەزىلەرنىڭ: بەزى,لەر,نىڭ
بەزگەك: بەزگەك
بەزگەندىن: بەز,گەن,دىن
بەس: بەس
بەستە: بەس,تە
بەسخورلۇق: بەسخورلۇق
بەسلەشتى: بەسلەش,تى
بەسلەشكەن: بەسلەش,كەن
بەسى: بەسى
بەش: بەش
بەشتىن: بەش,تىن
بەشتە: بەش,تە
بەشكەنت: بەشكەنت
بەشلەشتۈرۈش: بەشلەشتۈر,ۈش
بەشنى: بەش,نى
بەشىر: بەشىر
بەشىرنىڭ: بەشىر,نىڭ
بەشىرىسى: بەشرە,سى
بەشىرىسىنى: بەشرە,سى,نى
بەشىرىسىنىمۇ: بەشرە,سى,نى,مۇ
بەشىنىڭ: بەش,ى,نىڭ
بەشىنچى: بەشىنچى
بەشىنچىدىن: بەشىنچى,دىن
بەشىنچىسى: بەشىنچى,سى
بەك: بەك
بەكرى: بەكرى
بەكرىنىڭ: بەكرى,نىڭ
بەكرىگە: بەكرى,گە
بەكلا: بەك,لا
بەكمۇ: بەك,مۇ
بەل: بەل
بەلباغ: بەلباغ
بەلبېغى: بەلباغ,ى
بەلبېغىدا: بەلباغ,ى,دا
بەلبېغىدىكى: بەلباغ,ى,دىكى
بەلبېغىغا: بەلباغ,ى,غا
بەلبېغىنى: بەلباغ,ى,نى
بەلبېغىنىڭ: بەلباغ,ى,نىڭ
بەلكى: بەلكى
بەلگىسى: بەلگە,سى
بەلگىسىنى: بەلگە,سى,نى
بەلگىسىنىڭ: بەلگە,سى,نىڭ
بەلگىلىدى: بەلگىلە,دى
بەلگىلىرىنىڭ: بەلگە,لار,ى,نىڭ
بەلگىلىشى: بەلگىلە,ش,ى
بەلگىلىشىگە: بەلگىلە,ش,ى,گە
بەلگىلىك: بەلگىلىك
بەلگىلىمىدە: بەلگىلىمە,دە
بەلگىلىمىسى: بەلگىلىمە,سى
بەلگىلىمىسىدە: بەلگىلىمە,سى,دە
بەلگىلىمىسىنى: بەلگىلىمە,سى,نى
بەلگىلىمىسىنىڭ: بەلگىلىمە,سى,نىڭ
بەلگىلىمىسىگە: بەلگىلىمە,سى,گە
بەلگىلىمىلىرى: بەلگىلىمە,لار,ى
بەلگىلىمىلىرىنى: بەلگىلىمە,لار,ى,نى
بەلگىلىمىلىرىنىڭ: بەلگىلىمە,لار,ى,نىڭ
بەلگىلىمىلىرىگە: بەلگىلىمە,لار,ى,گە
بەلگىلىمىلەر: بەلگىلىمە,لەر
بەلگىلىمىلەردىن: بەلگىلىمە,لەر,دىن
بەلگىلىمىلەردە: بەلگىلىمە,لەر,دە
بەلگىلىمىلەرنى: بەلگىلىمە,لەر,نى
بەلگىلىمىلەرگە: بەلگىلىمە,لەر,گە
بەلگىلىمىنى: بەلگىلىمە,نى
بەلگىلىمىنىڭ: بەلگىلىمە,نىڭ
بەلگىلىمىگە: بەلگىلىمە,گە
بەلگىلىمە: بەلگىلىمە
بەلگىلىمەسىنى: بەلگىلىمە,سى,نى
بەلگىلىنىدىغان: بەلگىلەن,ىدىغان
بەلگىلىنىشىچە: بەلگىلەن,ىش,ى,چە
بەلگىلىنىپ: بەلگىلەن,ىپ
بەلگىلىگۈچىلەر: بەلگىلىگۈچى,لەر
بەلگىلىگۈچىنىڭ: بەلگىلىگۈچى,نىڭ
بەلگىلىگەن: بەلگىلە,گەن
بەلگىلەش: بەلگىلە,ش
بەلگىلەشتىن: بەلگىلە,ش,تىن
بەلگىلەشتە: بەلگىلە,ش,تە
بەلگىلەشكە: بەلگىلە,ش,كە
بەلگىلەندى: بەلگىلەن,دى
بەلگىلەنمىگەن: بەلگىلەنمە,گەن
بەلگىلەنگەن: بەلگىلە,ن,گەن
بەلگىلەيدۇ: بەلگىلە,ي,دۇ
بەلگىلەپ: بەلگىلە,پ
بەلگىنى: بەلگە,نى
بەلگىلىنىشىنى: بەلگىلەن,ىش,ى,نى
بەلگىلەنگەن: بەلگىلەن,گەن
بەلگە: بەلگە
بەنزىدىكى: بەنزە,دىكى
بەنزىسى: بەنزە,سى
بەنزىسىدىكىلەرگە: بەنزە,سى,دىكى,لەر,گە
بەنزىسىنى: بەنزە,سى,نى
بەنزىسىنىڭ: بەنزە,سى,نىڭ
بەنزىسىگە: بەنزە,سى,گە
بەنزىلىرى: بەنزە,لار,ى
بەنزىنىڭ: بەنزە,نىڭ
بەنزىگە: بەنزە,گە
بەنزە: بەنزە
بەنگۇڭتىڭ: بەنگۇڭتىڭ
بەنگۇڭتىڭى: بەنگۇڭتىڭ,ى
بەنگۇڭتىڭىنىڭ: بەنگۇڭتىڭ,ى,نىڭ
بەي: بەي
بەيشەن: بەيشەن
بەيفۇ: بەيفۇ
بەيياڭخې: بەيياڭخې
بەيگې: بەيگې
بەھرىلىنىدىغان: بەھرىلەن,ىدىغان
بەھرىلىنىشىنى: بەھرىلەن,ىش,ى,نى
بەھرىلىنىپ: بەھرىلەن,ىپ
بەھرىلىندى: بەھرىلەن,دى
بەھرىلىندۈرىمىز: بەھرىلەن,دۈر,ىمىز
بەھرىلەندۈرۈش: بەھرىلەن,دۈر,ۈش
بەھرىلەندۈرۈپ: بەھرىلەن,دۈر,ۈپ
بەھرىلەنگىلى: بەھرىلەن,گىلى
بەھرىمەن: بەھرىمەن
بەھىرلەندى: بەھىرلەن,دى
ت: ت
تا: تا
تائاملار: تائام,لار
تائاملىرىغا: تائام,لار,ى,غا
تائاملىرىنىڭ: تائام,لار,ى,نىڭ
تاتارىستان: تاتارىستان
تاتلىقبۇلاق: تاتلىقبۇلاق
تاتلىقياڭيۇ: تاتلىقياڭيۇ
تاجاۋۇز: تاجاۋۇز
تاجاۋۇزچىلىق: تاجاۋۇزچىلىق
تاجاۋۇزچىلىقى: تاجاۋۇزچىلىق,ى
تاجىستان: تاجىستان
تاجىك: تاجىك
تاجىكىستان: تاجىكىستان
تاجىكىستانغا: تاجىكىستان,غا
